ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),CONTROL_MODULE_VOLTAGE (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),Moving,Date_of_Compute,Date_of_Garage,Dynamic_Number_of_Days_Left
853.75,0,18.431372,35.294117,76,-0.78125,0.78125,35,13.925,0,383.299988,1,2/12/2024 0:00,21/4/2024 0:00,-451
853.75,0,18.431372,35.294117,76,-0.78125,0.78125,35,13.925,0,383.299988,1,1/12/2024 0:00,21/4/2024 0:00,-452
853.75,0,18.431372,35.294117,76,-0.78125,0.78125,36,13.925,0,383.299988,1,30/11/2024 0:00,21/4/2024 0:00,-453
853.75,0,18.431372,35.294117,76,-0.78125,0.78125,36,13.925,0,384.799988,1,29/11/2024 0:00,21/4/2024 0:00,-454
853.75,0,18.431372,35.294117,76,-0.78125,0.78125,36,13.945,0,384.799988,1,5/12/2024 0:00,21/4/2024 0:00,-455
852.25,0,18.431372,35.686275,76,-0.78125,0,35,13.945,0,384.799988,1,4/12/2024 0:00,21/4/2024 0:00,-456
852.25,0,18.431372,35.686275,76,-0.78125,0,35,13.945,0,384.799988,1,3/12/2024 0:00,21/4/2024 0:00,-457
852.25,0,18.431372,35.686275,76,-0.78125,0,35,13.925,0,386.200012,1,2/12/2024 0:00,21/4/2024 0:00,-458
852.25,0,18.431372,35.686275,76,-0.78125,0,35,13.925,0,386.200012,1,1/12/2024 0:00,21/4/2024 0:00,-459
863.25,0,18.431372,35.294117,77,-0.78125,0,35,13.925,0,386.200012,1,30/11/2024 0:00,21/4/2024 0:00,-460
863.25,0,18.431372,35.294117,77,-0.78125,0,35,13.925,0,386.200012,1,29/11/2024 0:00,21/4/2024 0:00,-461
863.25,0,18.431372,35.294117,77,-0.78125,0,35,13.925,0,387.600006,1,5/12/2024 0:00,21/4/2024 0:00,-462
863.25,0,18.431372,35.294117,77,-0.78125,0,35,13.925,0,387.600006,1,4/12/2024 0:00,21/4/2024 0:00,-463
870.25,0,18.431372,35.294117,77,-0.78125,-0.78125,35,13.925,0,387.600006,1,3/12/2024 0:00,21/4/2024 0:00,-464
870.25,0,18.431372,35.294117,77,-0.78125,-0.78125,35,13.925,0,388.200012,1,2/12/2024 0:00,21/4/2024 0:00,-465
870.25,0,18.431372,35.294117,77,-0.78125,-0.78125,35,13.945,0,388.200012,1,1/12/2024 0:00,21/4/2024 0:00,-466
851.5,0,18.431372,35.294117,77,-0.78125,-0.78125,35,13.945,0,388.200012,1,30/11/2024 0:00,21/4/2024 0:00,-467
851.5,0,18.431372,35.294117,77,-0.78125,-0.78125,35,13.945,0,388.200012,1,29/11/2024 0:00,21/4/2024 0:00,-468
851.5,0,18.431372,35.294117,77,-0.78125,-0.78125,35,13.925,0,389.600006,1,5/12/2024 0:00,21/4/2024 0:00,-469
851.5,0,18.431372,35.294117,77,-0.78125,-0.78125,35,13.925,0,389.600006,1,4/12/2024 0:00,21/4/2024 0:00,-470
851.5,0,18.431372,35.294117,78,-0.78125,-3.125,35,13.925,0,389.600006,1,3/12/2024 0:00,21/4/2024 0:00,-471
851.5,0,18.431372,35.294117,78,-0.78125,-3.125,35,13.925,0,389.600006,1,2/12/2024 0:00,21/4/2024 0:00,-472
851.5,0,18.431372,35.294117,78,-0.78125,-3.125,35,13.945,0,390.799988,1,1/12/2024 0:00,21/4/2024 0:00,-473
851.5,0,18.431372,35.294117,78,-0.78125,-3.125,35,13.945,0,390.799988,1,30/11/2024 0:00,21/4/2024 0:00,-474
857,0,18.431372,35.294117,78,-0.78125,-2.34375,35,13.945,0,390.799988,1,29/11/2024 0:00,21/4/2024 0:00,-475
857,0,18.431372,35.294117,78,-0.78125,-2.34375,35,13.945,0,390.799988,1,5/12/2024 0:00,21/4/2024 0:00,-476
857,0,18.431372,35.294117,78,-0.78125,-2.34375,35,13.945,0,392.100006,1,4/12/2024 0:00,21/4/2024 0:00,-477
857,0,18.431372,35.294117,78,-0.78125,-1.5625,35,13.945,0,392.100006,1,3/12/2024 0:00,21/4/2024 0:00,-478
857.75,0,18.431372,35.294117,78,-0.78125,-1.5625,35,13.945,0,392.100006,1,2/12/2024 0:00,21/4/2024 0:00,-479
857.75,0,18.431372,35.294117,78,-0.78125,-1.5625,35,13.925,0,392.700012,1,1/12/2024 0:00,21/4/2024 0:00,-480
857.75,0,18.431372,35.294117,78,-0.78125,-1.5625,35,13.925,0,392.700012,1,30/11/2024 0:00,21/4/2024 0:00,-481
855.25,0,18.431372,34.901962,78,-0.78125,0,35,13.925,0,392.700012,1,29/11/2024 0:00,21/4/2024 0:00,-482
855.25,0,18.431372,34.901962,78,-0.78125,0,35,13.925,0,392.700012,1,5/12/2024 0:00,21/4/2024 0:00,-483
855.25,0,18.431372,34.901962,78,-0.78125,0,35,13.925,0,394,1,4/12/2024 0:00,21/4/2024 0:00,-484
855.25,0,18.431372,34.901962,78,-0.78125,0,35,13.925,0,394,1,3/12/2024 0:00,21/4/2024 0:00,-485
857.75,0,18.431372,35.294117,78,-0.78125,-0.78125,36,13.925,0,394,1,2/12/2024 0:00,21/4/2024 0:00,-486
857.75,0,18.431372,35.294117,78,-0.78125,-0.78125,36,13.925,0,394,1,1/12/2024 0:00,21/4/2024 0:00,-487
857.75,0,18.431372,35.294117,78,-0.78125,-0.78125,36,13.945,0,395.100006,1,30/11/2024 0:00,21/4/2024 0:00,-488
857.75,0,18.431372,35.294117,78,-0.78125,-1.5625,36,13.945,0,395.100006,1,29/11/2024 0:00,21/4/2024 0:00,-489
854.5,0,18.431372,35.294117,78,-0.78125,-1.5625,35,13.945,0,395.100006,1,5/12/2024 0:00,21/4/2024 0:00,-490
854.5,0,18.431372,35.294117,78,-0.78125,-1.5625,35,13.925,0,396.299988,1,4/12/2024 0:00,21/4/2024 0:00,-491
854.5,0,18.431372,35.294117,78,-0.78125,-1.5625,35,13.925,0,396.299988,1,3/12/2024 0:00,21/4/2024 0:00,-492
855.25,0,18.431372,34.901962,78,-0.78125,-3.90625,35,13.925,0,396.299988,1,2/12/2024 0:00,21/4/2024 0:00,-493
855.25,0,18.431372,34.901962,78,-0.78125,-3.90625,35,13.925,0,396.299988,1,1/12/2024 0:00,21/4/2024 0:00,-494
855.25,0,18.431372,34.901962,78,-0.78125,-3.90625,35,13.945,0,396.899994,1,30/11/2024 0:00,21/4/2024 0:00,-495
855.25,0,18.431372,34.901962,78,-0.78125,-3.90625,35,13.945,0,396.899994,1,29/11/2024 0:00,21/4/2024 0:00,-496
853,0,18.431372,34.901962,78,-0.78125,-2.34375,35,13.945,0,396.899994,1,5/12/2024 0:00,21/4/2024 0:00,-497
853,0,18.431372,34.901962,78,-0.78125,-2.34375,35,13.945,0,396.899994,1,4/12/2024 0:00,21/4/2024 0:00,-498
853,0,18.431372,34.901962,78,-0.78125,-2.34375,35,13.906,0,398,1,3/12/2024 0:00,21/4/2024 0:00,-499
853,0,18.431372,34.901962,79,-0.78125,-2.34375,35,13.906,0,398,1,2/12/2024 0:00,21/4/2024 0:00,-500
856.25,0,18.431372,34.901962,79,-0.78125,-2.34375,35,13.906,0,398,1,1/12/2024 0:00,21/4/2024 0:00,-501
856.25,0,18.431372,34.901962,79,-0.78125,-2.34375,35,13.906,0,399.100006,1,30/11/2024 0:00,21/4/2024 0:00,-502
856.25,0,18.431372,34.901962,79,-0.78125,-2.34375,35,13.886,0,399.100006,1,29/11/2024 0:00,21/4/2024 0:00,-503
856.25,0,18.431372,34.901962,79,-0.78125,0,35,13.886,0,399.100006,1,5/12/2024 0:00,21/4/2024 0:00,-504
856.25,0,18.431372,34.901962,79,-0.78125,0,35,13.886,0,399.100006,1,4/12/2024 0:00,21/4/2024 0:00,-505
856.25,0,18.431372,34.901962,79,-0.78125,0,35,13.886,0,400.200012,1,3/12/2024 0:00,21/4/2024 0:00,-506
856.25,0,18.431372,34.901962,79,-0.78125,0,35,13.886,0,400.200012,1,2/12/2024 0:00,21/4/2024 0:00,-507
858.5,0,18.431372,34.901962,79,-0.78125,-0.78125,35,13.886,0,400.200012,1,1/12/2024 0:00,21/4/2024 0:00,-508
858.5,0,18.431372,34.901962,79,-0.78125,-0.78125,35,13.886,0,400.200012,1,30/11/2024 0:00,21/4/2024 0:00,-509
858.5,0,18.431372,34.901962,79,-0.78125,-0.78125,35,13.886,0,400.700012,1,29/11/2024 0:00,21/4/2024 0:00,-510
858.5,0,18.431372,34.901962,80,-0.78125,-1.5625,35,13.886,0,400.700012,1,5/12/2024 0:00,21/4/2024 0:00,-511
856.25,0,18.431372,34.901962,80,-0.78125,-1.5625,35,13.886,0,400.700012,1,4/12/2024 0:00,21/4/2024 0:00,-512
856.25,0,18.431372,34.901962,80,-0.78125,-1.5625,35,13.886,0,401.700012,1,3/12/2024 0:00,21/4/2024 0:00,-513
856.25,0,18.431372,34.901962,80,-0.78125,-1.5625,35,13.906,0,401.700012,1,2/12/2024 0:00,21/4/2024 0:00,-514
853,0,18.431372,34.901962,80,-0.78125,-3.125,35,13.906,0,401.700012,1,1/12/2024 0:00,21/4/2024 0:00,-515
853,0,18.431372,34.901962,80,-0.78125,-3.125,35,13.906,0,401.700012,1,30/11/2024 0:00,21/4/2024 0:00,-516
853,0,18.431372,34.901962,80,-0.78125,-3.125,35,13.886,0,402.700012,1,29/11/2024 0:00,21/4/2024 0:00,-517
853,0,18.431372,34.901962,80,-0.78125,-3.125,35,13.886,0,402.700012,1,5/12/2024 0:00,21/4/2024 0:00,-518
855.25,0,18.039215,34.509804,80,-0.78125,-2.34375,34,13.886,0,402.700012,1,4/12/2024 0:00,21/4/2024 0:00,-519
855.25,0,18.039215,34.509804,80,-0.78125,-2.34375,34,13.886,0,402.700012,1,3/12/2024 0:00,21/4/2024 0:00,-520
855.25,0,18.039215,34.509804,80,-0.78125,-2.34375,34,13.886,0,403.700012,1,2/12/2024 0:00,21/4/2024 0:00,-521
855.25,0,18.039215,34.901962,80,-0.78125,-0.78125,34,13.886,0,403.700012,1,1/12/2024 0:00,21/4/2024 0:00,-522
857,0,18.039215,34.901962,80,-0.78125,-0.78125,36,13.886,0,403.700012,1,30/11/2024 0:00,21/4/2024 0:00,-523
857,0,18.039215,34.901962,80,-0.78125,-0.78125,36,13.886,0,404.600006,1,29/11/2024 0:00,21/4/2024 0:00,-524
857,0,18.039215,34.901962,80,-0.78125,-0.78125,36,13.886,0,404.600006,1,5/12/2024 0:00,21/4/2024 0:00,-525
853,0,18.039215,34.901962,80,-0.78125,-1.5625,36,13.886,0,404.600006,1,4/12/2024 0:00,21/4/2024 0:00,-526
853,0,18.039215,34.901962,80,-0.78125,-1.5625,36,13.886,0,404.600006,1,3/12/2024 0:00,21/4/2024 0:00,-527
853,0,18.039215,34.901962,80,-0.78125,-1.5625,36,13.906,0,405.100006,1,2/12/2024 0:00,21/4/2024 0:00,-528
853,0,18.039215,34.901962,80,-0.78125,-1.5625,36,13.906,0,405.100006,1,1/12/2024 0:00,21/4/2024 0:00,-529
696,0,16.078432,25.490196,80,-0.78125,-2.34375,27,13.906,0,405.100006,1,30/11/2024 0:00,21/4/2024 0:00,-530
696,0,16.078432,25.490196,80,-0.78125,-2.34375,27,13.906,0,405.100006,1,29/11/2024 0:00,21/4/2024 0:00,-531
696,0,16.078432,25.490196,80,-0.78125,-2.34375,27,13.964,0,405.700012,1,5/12/2024 0:00,21/4/2024 0:00,-532
696,0,16.078432,25.09804,80,-0.78125,-2.34375,27,13.964,0,405.700012,1,4/12/2024 0:00,21/4/2024 0:00,-533
685,0,15.686275,25.09804,80,-0.78125,-6.25,25,13.964,0,405.700012,1,3/12/2024 0:00,21/4/2024 0:00,-534
685,0,15.686275,25.09804,80,-0.78125,-6.25,25,13.964,0,406,1,2/12/2024 0:00,21/4/2024 0:00,-535
685,0,15.686275,25.09804,80,-0.78125,-6.25,25,13.906,0,406,1,1/12/2024 0:00,21/4/2024 0:00,-536
641.25,0,15.686275,25.490196,80,-0.78125,-7.03125,26,13.906,0,406,1,30/11/2024 0:00,21/4/2024 0:00,-537
641.25,0,15.686275,25.490196,80,-0.78125,-7.03125,26,13.906,0,406,1,29/11/2024 0:00,21/4/2024 0:00,-538
641.25,0,15.686275,25.490196,80,-0.78125,-7.03125,26,13.945,0,406,1,5/12/2024 0:00,21/4/2024 0:00,-539
641.25,0,15.686275,25.490196,80,-0.78125,-7.03125,26,13.945,0,406,1,4/12/2024 0:00,21/4/2024 0:00,-540
636.5,0,15.686275,26.274509,80,-0.78125,-7.8125,27,13.945,0,406,1,3/12/2024 0:00,21/4/2024 0:00,-541
636.5,0,15.686275,26.274509,80,-0.78125,-7.8125,27,13.945,0,406,1,2/12/2024 0:00,21/4/2024 0:00,-542
636.5,0,15.686275,26.274509,80,-0.78125,-7.8125,27,13.925,0,406,1,1/12/2024 0:00,21/4/2024 0:00,-543
636.5,0,15.686275,26.274509,80,-0.78125,-7.8125,27,13.925,0,406,1,30/11/2024 0:00,21/4/2024 0:00,-544
622.5,0,18.82353,27.058823,80,-0.78125,-6.25,33,13.925,0,406,1,29/11/2024 0:00,21/4/2024 0:00,-545
622.5,0,18.82353,27.058823,80,-0.78125,-6.25,33,13.925,0,405.799988,1,5/12/2024 0:00,21/4/2024 0:00,-546
622.5,0,18.82353,27.058823,80,-0.78125,-6.25,33,13.847,0,405.799988,1,4/12/2024 0:00,21/4/2024 0:00,-547
796,0,18.82353,40,80,-0.78125,-2.34375,39,13.847,0,405.799988,1,3/12/2024 0:00,21/4/2024 0:00,-548
796,0,18.431372,40,80,-0.78125,-2.34375,39,13.847,0,405.799988,1,2/12/2024 0:00,21/4/2024 0:00,-549
796,0,18.431372,40,80,-0.78125,-2.34375,39,13.867,0,406.200012,1,1/12/2024 0:00,21/4/2024 0:00,-550
796,0,18.431372,40,80,-0.78125,-2.34375,39,13.867,0,406.200012,1,30/11/2024 0:00,21/4/2024 0:00,-551
819.5,0,18.82353,39.607841,81,-0.78125,-3.90625,39,13.867,0,406.200012,1,29/11/2024 0:00,21/4/2024 0:00,-552
819.5,0,18.82353,39.607841,81,-0.78125,-3.90625,39,13.867,0,406.200012,1,5/12/2024 0:00,21/4/2024 0:00,-553
819.5,0,18.82353,39.607841,81,-0.78125,-3.90625,39,13.886,0,406.799988,1,4/12/2024 0:00,21/4/2024 0:00,-554
819.5,0,18.82353,39.607841,81,-0.78125,-3.90625,39,13.886,0,406.799988,1,3/12/2024 0:00,21/4/2024 0:00,-555
829.5,0,16.078432,34.117645,81,-0.78125,-3.125,27,13.886,0,406.799988,1,2/12/2024 0:00,21/4/2024 0:00,-556
829.5,0,16.078432,34.117645,81,-0.78125,-3.125,27,13.886,0,406.799988,1,1/12/2024 0:00,21/4/2024 0:00,-557
829.5,0,16.078432,34.117645,81,-0.78125,-3.125,27,13.925,0,407.100006,1,30/11/2024 0:00,21/4/2024 0:00,-558
829.5,0,16.078432,25.09804,81,-0.78125,-3.125,27,13.925,0,407.100006,1,29/11/2024 0:00,21/4/2024 0:00,-559
717.75,0,16.078432,25.09804,81,-0.78125,-3.125,25,13.925,0,407.100006,1,5/12/2024 0:00,21/4/2024 0:00,-560
717.75,0,16.078432,25.09804,81,-0.78125,-3.125,25,13.945,0,407.399994,1,4/12/2024 0:00,21/4/2024 0:00,-561
717.75,0,16.078432,25.09804,81,-0.78125,-3.125,25,13.945,0,407.399994,1,3/12/2024 0:00,21/4/2024 0:00,-562
683.5,0,15.686275,25.09804,81,-0.78125,-6.25,24,13.945,0,407.399994,1,2/12/2024 0:00,21/4/2024 0:00,-563
683.5,0,15.686275,25.09804,81,-0.78125,-6.25,24,13.945,0,407.399994,1,1/12/2024 0:00,21/4/2024 0:00,-564
683.5,0,15.686275,25.09804,81,-0.78125,-6.25,24,13.925,0,407.399994,1,30/11/2024 0:00,21/4/2024 0:00,-565
683.5,0,15.686275,25.09804,81,-0.78125,-6.25,24,13.925,0,407.399994,1,29/11/2024 0:00,21/4/2024 0:00,-566
644.5,0,15.686275,25.882353,81,-0.78125,-7.03125,26,13.925,0,407.399994,1,5/12/2024 0:00,21/4/2024 0:00,-567
644.5,0,15.686275,25.882353,81,-0.78125,-7.03125,26,13.925,0,407.399994,1,4/12/2024 0:00,21/4/2024 0:00,-568
644.5,0,15.686275,25.882353,81,-0.78125,-7.03125,26,13.925,0,407.299988,1,3/12/2024 0:00,21/4/2024 0:00,-569
644.5,0,15.686275,26.274509,81,-0.78125,-7.8125,26,13.925,0,407.299988,1,2/12/2024 0:00,21/4/2024 0:00,-570
627.25,0,15.686275,26.274509,81,-0.78125,-7.8125,27,13.925,0,407.299988,1,1/12/2024 0:00,21/4/2024 0:00,-571
627.25,0,15.686275,26.274509,81,-0.78125,-7.8125,27,13.925,0,407.200012,1,30/11/2024 0:00,21/4/2024 0:00,-572
627.25,0,15.686275,26.274509,81,-0.78125,-7.8125,27,13.925,0,407.200012,1,29/11/2024 0:00,21/4/2024 0:00,-573
636.5,0,15.686275,27.058823,81,-0.78125,-5.46875,26,13.925,0,407.200012,1,5/12/2024 0:00,21/4/2024 0:00,-574
636.5,0,15.686275,27.058823,81,-0.78125,-5.46875,26,13.925,0,407.200012,1,4/12/2024 0:00,21/4/2024 0:00,-575
636.5,0,15.686275,27.058823,81,-0.78125,-5.46875,26,13.925,0,406.899994,1,3/12/2024 0:00,21/4/2024 0:00,-576
636.5,0,15.686275,27.058823,81,-0.78125,-5.46875,26,13.925,0,406.899994,1,2/12/2024 0:00,21/4/2024 0:00,-577
642,0,16.078432,27.058823,81,-0.78125,-2.34375,27,13.925,0,406.899994,1,1/12/2024 0:00,21/4/2024 0:00,-578
642,0,16.078432,27.058823,81,-0.78125,-2.34375,27,13.925,0,406.899994,1,30/11/2024 0:00,21/4/2024 0:00,-579
642,0,16.078432,27.058823,81,-0.78125,-2.34375,27,13.925,0,406.600006,1,29/11/2024 0:00,21/4/2024 0:00,-580
642,0,16.078432,27.058823,81,-0.78125,-3.125,27,13.925,0,406.600006,1,5/12/2024 0:00,21/4/2024 0:00,-581
646,0,16.078432,27.058823,81,-0.78125,-3.125,27,13.925,0,406.600006,1,4/12/2024 0:00,21/4/2024 0:00,-582
646,0,16.078432,27.058823,81,-0.78125,-3.125,27,13.925,0,406.200012,1,3/12/2024 0:00,21/4/2024 0:00,-583
646,0,16.078432,27.058823,81,-0.78125,-3.125,27,13.925,0,406.200012,1,2/12/2024 0:00,21/4/2024 0:00,-584
650.75,0,16.078432,27.058823,81,-0.78125,0.78125,28,13.925,0,406.200012,1,1/12/2024 0:00,21/4/2024 0:00,-585
650.75,0,16.078432,27.058823,81,-0.78125,0.78125,28,13.925,0,406.200012,1,30/11/2024 0:00,21/4/2024 0:00,-586
650.75,0,16.078432,27.058823,81,-0.78125,0.78125,28,13.925,0,406,1,29/11/2024 0:00,21/4/2024 0:00,-587
650.75,0,16.078432,27.058823,81,-0.78125,0.78125,28,13.925,0,406,1,5/12/2024 0:00,21/4/2024 0:00,-588
649,0,16.078432,26.666666,81,-0.78125,-2.34375,28,13.925,0,406,1,4/12/2024 0:00,21/4/2024 0:00,-589
649,0,16.078432,26.666666,81,-0.78125,-2.34375,28,13.925,0,406,1,3/12/2024 0:00,21/4/2024 0:00,-590
649,0,16.078432,26.666666,81,-0.78125,-2.34375,28,13.925,0,405.600006,1,2/12/2024 0:00,21/4/2024 0:00,-591
649,0,16.078432,26.666666,82,-0.78125,0,28,13.925,0,405.600006,1,1/12/2024 0:00,21/4/2024 0:00,-592
653.75,0,16.078432,26.666666,82,-0.78125,0,28,13.925,0,405.600006,1,30/11/2024 0:00,21/4/2024 0:00,-593
653.75,0,16.078432,26.666666,82,-0.78125,0,28,13.925,0,405.100006,1,29/11/2024 0:00,21/4/2024 0:00,-594
653.75,0,16.078432,26.666666,82,-0.78125,0,28,13.925,0,405.100006,1,5/12/2024 0:00,21/4/2024 0:00,-595
660,0,16.078432,26.666666,82,-0.78125,-1.5625,27,13.925,0,405.100006,1,4/12/2024 0:00,21/4/2024 0:00,-596
660,0,16.078432,26.666666,82,-0.78125,-1.5625,27,13.925,0,405.100006,1,3/12/2024 0:00,21/4/2024 0:00,-597
660,0,16.078432,26.666666,82,-0.78125,-1.5625,27,13.945,0,404.600006,1,2/12/2024 0:00,21/4/2024 0:00,-598
660,0,16.078432,26.666666,82,-0.78125,-1.5625,27,13.945,0,404.600006,1,1/12/2024 0:00,21/4/2024 0:00,-599
657.75,0,16.078432,26.274509,82,-0.78125,1.5625,26,13.945,0,404.600006,1,30/11/2024 0:00,21/4/2024 0:00,-600
657.75,0,16.078432,26.274509,82,-0.78125,1.5625,26,13.945,0,404.600006,1,29/11/2024 0:00,21/4/2024 0:00,-601
657.75,0,16.078432,26.274509,82,-0.78125,1.5625,26,13.925,0,404.399994,1,5/12/2024 0:00,21/4/2024 0:00,-602
657.75,0,16.078432,26.274509,82,-0.78125,-1.5625,26,13.925,0,404.399994,1,4/12/2024 0:00,21/4/2024 0:00,-603
660.75,0,16.078432,26.274509,82,-0.78125,-1.5625,26,13.925,0,404.399994,1,3/12/2024 0:00,21/4/2024 0:00,-604
660.75,0,16.078432,26.274509,82,-0.78125,-1.5625,26,13.925,0,403.899994,1,2/12/2024 0:00,21/4/2024 0:00,-605
660.75,0,16.078432,26.274509,82,-0.78125,-1.5625,26,13.925,0,403.899994,1,1/12/2024 0:00,21/4/2024 0:00,-606
656.25,0,16.078432,26.274509,82,-0.78125,-0.78125,26,13.925,0,403.899994,1,30/11/2024 0:00,21/4/2024 0:00,-607
656.25,0,16.078432,26.274509,82,-0.78125,-0.78125,26,13.925,0,403.899994,1,29/11/2024 0:00,21/4/2024 0:00,-608
656.25,0,16.078432,26.274509,82,-0.78125,-0.78125,26,13.945,0,403.5,1,5/12/2024 0:00,21/4/2024 0:00,-609
656.25,0,16.078432,26.274509,82,-0.78125,-0.78125,26,13.945,0,403.5,1,4/12/2024 0:00,21/4/2024 0:00,-610
651.5,0,16.078432,26.274509,82,-0.78125,-1.5625,27,13.945,0,403.5,1,3/12/2024 0:00,21/4/2024 0:00,-611
651.5,0,16.078432,26.274509,82,-0.78125,-1.5625,27,13.945,0,403.5,1,2/12/2024 0:00,21/4/2024 0:00,-612
651.5,0,16.078432,26.274509,82,-0.78125,-1.5625,27,13.925,0,403,1,1/12/2024 0:00,21/4/2024 0:00,-613
651.5,0,16.078432,26.274509,82,-0.78125,-1.5625,27,13.925,0,403,1,30/11/2024 0:00,21/4/2024 0:00,-614
651.5,0,16.078432,26.274509,82,-0.78125,-0.78125,26,13.925,0,403,1,29/11/2024 0:00,21/4/2024 0:00,-615
651.5,0,16.078432,26.274509,82,-0.78125,-0.78125,26,13.925,0,402.799988,1,5/12/2024 0:00,21/4/2024 0:00,-616
651.5,0,16.078432,26.274509,82,-0.78125,-0.78125,26,13.945,0,402.799988,1,4/12/2024 0:00,21/4/2024 0:00,-617
656.25,0,16.078432,26.274509,82,-0.78125,-0.78125,26,13.945,0,402.799988,1,3/12/2024 0:00,21/4/2024 0:00,-618
656.25,0,16.078432,26.274509,82,-0.78125,-0.78125,26,13.945,0,402.799988,1,2/12/2024 0:00,21/4/2024 0:00,-619
656.25,0,16.078432,26.274509,82,-0.78125,-0.78125,26,13.945,0,402.299988,1,1/12/2024 0:00,21/4/2024 0:00,-620
656.25,0,16.078432,26.274509,82,-0.78125,-0.78125,26,13.945,0,402.299988,1,30/11/2024 0:00,21/4/2024 0:00,-621
658.5,0,16.078432,26.274509,82,-0.78125,0,27,13.945,0,402.299988,1,29/11/2024 0:00,21/4/2024 0:00,-622
658.5,0,16.078432,26.274509,82,-0.78125,0,27,13.945,0,402.299988,1,5/12/2024 0:00,21/4/2024 0:00,-623
658.5,0,16.078432,26.274509,82,-0.78125,0,27,13.925,0,401.799988,1,4/12/2024 0:00,21/4/2024 0:00,-624
658.5,0,16.078432,26.274509,82,-0.78125,0,27,13.925,0,401.799988,1,3/12/2024 0:00,21/4/2024 0:00,-625
653,0,16.078432,26.274509,82,-0.78125,-1.5625,27,13.925,0,401.799988,1,2/12/2024 0:00,21/4/2024 0:00,-626
653,0,16.078432,26.274509,82,-0.78125,-1.5625,27,13.925,0,401.399994,1,1/12/2024 0:00,21/4/2024 0:00,-627
653,0,16.078432,26.274509,82,-0.78125,-1.5625,27,13.945,0,401.399994,1,30/11/2024 0:00,21/4/2024 0:00,-628
653,0,16.078432,26.274509,82,-0.78125,2.34375,26,13.945,0,401.399994,1,29/11/2024 0:00,21/4/2024 0:00,-629
655.25,0,15.686275,26.274509,82,-0.78125,2.34375,26,13.945,0,401.399994,1,5/12/2024 0:00,21/4/2024 0:00,-630
655.25,0,15.686275,26.274509,82,-0.78125,2.34375,26,13.925,0,401.100006,1,4/12/2024 0:00,21/4/2024 0:00,-631
655.25,0,15.686275,26.274509,82,-0.78125,2.34375,26,13.925,0,401.100006,1,3/12/2024 0:00,21/4/2024 0:00,-632
657,0,15.686275,26.274509,82,-0.78125,-1.5625,27,13.925,0,401.100006,1,2/12/2024 0:00,21/4/2024 0:00,-633
657,0,15.686275,26.274509,82,-0.78125,-1.5625,27,13.925,0,401.100006,1,1/12/2024 0:00,21/4/2024 0:00,-634
657,0,15.686275,26.274509,82,-0.78125,-1.5625,27,13.925,0,400.700012,1,30/11/2024 0:00,21/4/2024 0:00,-635
657,0,15.686275,26.274509,82,-0.78125,-1.5625,27,13.925,0,400.700012,1,29/11/2024 0:00,21/4/2024 0:00,-636
661.5,0,15.686275,25.882353,82,-0.78125,0.78125,26,13.925,0,400.700012,1,5/12/2024 0:00,21/4/2024 0:00,-637
661.5,0,15.686275,25.882353,82,-0.78125,0.78125,26,13.925,0,400.700012,1,4/12/2024 0:00,21/4/2024 0:00,-638
661.5,0,15.686275,25.882353,82,-0.78125,0.78125,26,13.945,0,400.200012,1,3/12/2024 0:00,21/4/2024 0:00,-639
661.5,0,15.686275,25.882353,82,-0.78125,-1.5625,26,13.945,0,400.200012,1,2/12/2024 0:00,21/4/2024 0:00,-640
656.25,0,15.686275,25.882353,82,-0.78125,-1.5625,27,13.945,0,400.200012,1,1/12/2024 0:00,21/4/2024 0:00,-641
656.25,0,15.686275,25.882353,82,-0.78125,-1.5625,27,13.925,0,399.799988,1,30/11/2024 0:00,21/4/2024 0:00,-642
656.25,0,15.686275,25.882353,82,-0.78125,-1.5625,27,13.925,0,399.799988,1,29/11/2024 0:00,21/4/2024 0:00,-643
653.75,0,15.686275,25.882353,83,-0.78125,0.78125,26,13.925,0,399.799988,1,5/12/2024 0:00,21/4/2024 0:00,-644
653.75,0,15.686275,25.882353,83,-0.78125,0.78125,26,13.925,0,399.799988,1,4/12/2024 0:00,21/4/2024 0:00,-645
653.75,0,15.686275,25.882353,83,-0.78125,0.78125,26,13.925,0,399.600006,1,3/12/2024 0:00,21/4/2024 0:00,-646
653.75,0,15.686275,25.882353,83,-0.78125,0.78125,26,13.925,0,399.600006,1,2/12/2024 0:00,21/4/2024 0:00,-647
655.25,0,15.686275,25.882353,83,-0.78125,-1.5625,26,13.925,0,399.600006,1,1/12/2024 0:00,21/4/2024 0:00,-648
655.25,0,15.686275,25.882353,83,-0.78125,-1.5625,26,13.925,0,399.600006,1,30/11/2024 0:00,21/4/2024 0:00,-649
655.25,0,15.686275,25.882353,83,-0.78125,-1.5625,26,13.203,0,399.200012,1,29/11/2024 0:00,21/4/2024 0:00,-650
655.25,0,15.686275,43.137257,83,-0.78125,0,26,13.203,0,399.200012,1,5/12/2024 0:00,21/4/2024 0:00,-651
